classe,page,de,en
Klasse 6 G-Kurs,176,"die CDs dort, jene CDs",those CDs
Klasse 6 G-Kurs,176,niemand,nobody
Klasse 6 G-Kurs,176,"ein/e andere(r, s); noch ein/e",another
Klasse 6 G-Kurs,176,Wand; Mauer,wall
Klasse 6 G-Kurs,176,(be)zahlen,"pay, simple past: paid"
Klasse 6 G-Kurs,176,"öffnen, aufmachen",open
Klasse 6 G-Kurs,176,Tür,door
Klasse 6 G-Kurs,176,"erstaunt, verwundert",amazed
Klasse 6 G-Kurs,176,"bequem, gemütlich",comfortable
Klasse 6 G-Kurs,176,Kleid,dress
Klasse 6 G-Kurs,176,die Neunzigerjahre,the 90s
Klasse 6 G-Kurs,176,bekommen: er bekam; er hat bekommen,get: he got
Klasse 6 G-Kurs,176,Nistkasten (für Vögel),birdhouse
Klasse 6 G-Kurs,176,"bunt, farbig",coloured
Klasse 6 G-Kurs,176,Modellauto,model car
Klasse 6 G-Kurs,176,zeigen,show
Klasse 6 G-Kurs,176,einen Vortrag halten,"give a talk, simple past: gave"
Klasse 6 G-Kurs,176,"deutlich, klar",clear
Klasse 6 G-Kurs,176,deutlich sprechen,talk clearly
Klasse 6 G-Kurs,176,Krimiserie,"crime series, pl crime series"
Klasse 6 G-Kurs,176,Zeichentrickfilm; Comic,cartoon
Klasse 6 G-Kurs,176,Comedyshow; Komödie,comedy
Klasse 6 G-Kurs,176,Seife; (infml auch) Seifenoper,soap
Klasse 6 G-Kurs,176,"Realität, Wirklichkeit",reality
Klasse 6 G-Kurs,176,etwas lieber mögen,like sth. better
Klasse 6 G-Kurs,176,etwas am liebsten mögen,like sth. best
