classe,page,de,en
Klasse 6 G-Kurs,177,aufregend,exciting
Klasse 6 G-Kurs,177,"sich interessieren für, interessiert sein an",be interested in
Klasse 6 G-Kurs,177,für jn. stimmen,vote for sb.
Klasse 6 G-Kurs,177,"Leiter/in, (An-)Führer/in",leader
Klasse 6 G-Kurs,177,(Tages-)Ausflug,"day out, pl days out"
Klasse 6 G-Kurs,177,Erwachsene/r,adult
Klasse 6 G-Kurs,177,"Meile (ca. 1,6 km)",mile
Klasse 6 G-Kurs,177,Kilometer,kilometre (km)
Klasse 6 G-Kurs,177,Winter,winter
Klasse 6 G-Kurs,177,Rad fahren,cycle
Klasse 6 G-Kurs,177,Zirkus,circus
Klasse 6 G-Kurs,177,Drachenfliegen,hang-gliding
Klasse 6 G-Kurs,177,"Matsch, Schlamm",mud
Klasse 6 G-Kurs,177,klettern (auf),climb
Klasse 6 G-Kurs,177,Nationalpark (staatliches Naturschutzgebiet),national park
Klasse 6 G-Kurs,177,national,national
Klasse 6 G-Kurs,177,Südwesten; südwestlich; Südwest-,south-west
Klasse 6 G-Kurs,177,Süden; südlich; Süd-,south
Klasse 6 G-Kurs,177,Westen; westlich; West-,west
Klasse 6 G-Kurs,177,Osten; östlich; Ost-,east
Klasse 6 G-Kurs,177,Norden; nördlich; Nord-,north
Klasse 6 G-Kurs,177,einsam,lonely
Klasse 6 G-Kurs,177,Hügel,hill
Klasse 6 G-Kurs,177,Fluss,river
Klasse 6 G-Kurs,177,Urlaub,holiday
Klasse 6 G-Kurs,177,,ChatGPT fragen
