classe,page,de,en
Klasse 6 G-Kurs,167,(Speise-)Eis,ice cream
Klasse 6 G-Kurs,167,ankommen,arrive
Klasse 6 G-Kurs,167,"Regel, Vorschrift",rule
Klasse 6 G-Kurs,167,"tragen, anhaben (Kleidung)","wear, simple past: wore"
Klasse 6 G-Kurs,167,(eine) Hose,trousers (pl)
Klasse 6 G-Kurs,167,Rock,skirt
Klasse 6 G-Kurs,167,nicht tun dürfen,mustn’t do
Klasse 6 G-Kurs,167,oje!,Oh dear!
Klasse 6 G-Kurs,167,Milchshake,milkshake
Klasse 6 G-Kurs,167,verlieren,"lose, simple past: lost"
Klasse 6 G-Kurs,167,Theater spielen; schauspielern,act
Klasse 6 G-Kurs,167,überrascht,surprised
Klasse 6 G-Kurs,167,Tante,aunt
Klasse 6 G-Kurs,167,Flughafen,airport
Klasse 6 G-Kurs,167,"Imbissstube, Lokal",diner (AE)
Klasse 6 G-Kurs,167,"Kleidung, Kleidungsstücke",clothes (pl)
Klasse 6 G-Kurs,167,finden,"find, simple past: found"
Klasse 6 G-Kurs,167,Freunde finden,"make friends, simple past: made"
Klasse 6 G-Kurs,167,vielleicht,perhaps
Klasse 6 G-Kurs,167,Nachbar/in,neighbour
Klasse 6 G-Kurs,167,True,true
Klasse 6 G-Kurs,167,"falsch, unrichtig",false
