classe,page,de,en
Klasse 6 G-Kurs,174,"besondere(r, s)",special
Klasse 6 G-Kurs,174,"Vortrag, Rede; Gespräch",talk
Klasse 6 G-Kurs,174,Was macht ein perfektes Wochenende aus?,What makes a perfect weekend?
Klasse 6 G-Kurs,174,perfekt,perfect
Klasse 6 G-Kurs,174,einem Hobby nachgehen,do a hobby
Klasse 6 G-Kurs,174,"hinaus, heraus, raus",out
Klasse 6 G-Kurs,174,"Zeug, Kram",stuff (infml)
Klasse 6 G-Kurs,174,Zeitschrift,magazine
Klasse 6 G-Kurs,174,Tasche (an Kleidungsstücken),pocket
Klasse 6 G-Kurs,174,Taschengeld,pocket money
Klasse 6 G-Kurs,174,geizig,mean
Klasse 6 G-Kurs,174,älter als ich,older than me
Klasse 6 G-Kurs,174,bis (zeitlich),until
Klasse 6 G-Kurs,174,"erst, wenn sie 13 sind",not (...) until they’re 13
Klasse 6 G-Kurs,174,(Haus-)Arbeiten erledigen,do chores
Klasse 6 G-Kurs,174,staubsaugen,hoover
Klasse 6 G-Kurs,174,füllen,fill
Klasse 6 G-Kurs,174,leeren,empty
Klasse 6 G-Kurs,174,Geschirrspülmaschine,dishwasher
