classe,page,de,en
Klasse 6 G-Kurs,168,es gibt keine Bäume,there aren’t any trees
Klasse 6 G-Kurs,168,Verkehrsampel,traffic lights (pl)
Klasse 6 G-Kurs,168,"Früchte, Obst; Frucht",fruit
Klasse 6 G-Kurs,168,Wen traf Adam? / Wen hat Adam getroffen?,Who did Adam meet?
Klasse 6 G-Kurs,168,"Landkarte, Stadtplan",map
Klasse 6 G-Kurs,168,Gingen sie? / Sind sie gegangen?,Did they go?
Klasse 6 G-Kurs,168,Supermarkt,supermarket
Klasse 6 G-Kurs,168,Post(amt),post office
Klasse 6 G-Kurs,168,"Nachbarschaft, Viertel, Gegend",neighbourhood
Klasse 6 G-Kurs,168,Friseur/in,hairdresser
Klasse 6 G-Kurs,168,Bushaltestelle,bus stop
Klasse 6 G-Kurs,168,Fest,festival
Klasse 6 G-Kurs,168,Großbritannien,(Great) Britain
Klasse 6 G-Kurs,168,"beliebter, populärer",more popular
Klasse 6 G-Kurs,168,"beliebt, populär",popular
Klasse 6 G-Kurs,168,Milch,milk
Klasse 6 G-Kurs,168,ohne,without
Klasse 6 G-Kurs,168,Brot,bread
Klasse 6 G-Kurs,168,"Wurst, Würstchen",sausage
Klasse 6 G-Kurs,168,dasselbe / das gleiche; gleich,the same
Klasse 6 G-Kurs,168,Apfel,apple
Klasse 6 G-Kurs,168,"versuchen, (aus)probieren",try
Klasse 6 G-Kurs,168,Feuerwerkskörper,firework
Klasse 6 G-Kurs,168,Feuerwerk,fireworks (pl)
Klasse 6 G-Kurs,168,auf der Straße,in the street
Klasse 6 G-Kurs,168,rennen,"run, simple past: ran"
Klasse 6 G-Kurs,168,Angst haben (vor),be scared (of)
Klasse 6 G-Kurs,168,später,later
Klasse 6 G-Kurs,168,vermisst,missing
Klasse 6 G-Kurs,168,"freundlich, nett",friendly
Klasse 6 G-Kurs,168,Belohnung,reward
Klasse 6 G-Kurs,168,,ChatGPT fragen
