classe,page,de,en
Klasse 6 G-Kurs,173,jn. so sehr vermissen/mögen/lieben,miss/like/love sb. so much
Klasse 6 G-Kurs,173,"Gespräch, Unterhaltung; Chat",chat
Klasse 6 G-Kurs,173,Stell dir vor! / Du wirst es kaum glauben!,Wait for this. (infml)
Klasse 6 G-Kurs,173,"(ver)ändern, sich (ver)ändern",change
Klasse 6 G-Kurs,173,Lebensstil,lifestyle
Klasse 6 G-Kurs,173,ich bin froh,I’m glad
Klasse 6 G-Kurs,173,"Haar, Haare",hair
Klasse 6 G-Kurs,173,groß (Person); hoch (Gebäude),tall
Klasse 6 G-Kurs,173,(eine) Brille,glasses (pl)
Klasse 6 G-Kurs,173,(eine) Sonnenbrille,sunglasses (pl)
Klasse 6 G-Kurs,173,Ingwer; rotblond (Haare),ginger
Klasse 6 G-Kurs,173,Tupfen (Leopard); Pickel,spot
Klasse 6 G-Kurs,173,"freundlich, nett",kind
Klasse 6 G-Kurs,173,zwischen,between
Klasse 6 G-Kurs,173,ein Picknick machen,have a picnic
Klasse 6 G-Kurs,173,sportlich,sporty
Klasse 6 G-Kurs,173,genießen,enjoy
Klasse 6 G-Kurs,173,"Turnen, Gymnastik",gymnastics
Klasse 6 G-Kurs,173,(das) Tauchen (Sport),diving
Klasse 6 G-Kurs,173,(das) Klettern (Sport),climbing
Klasse 6 G-Kurs,173,"unheimlich, gruselig",scary
Klasse 6 G-Kurs,173,(das) Skilaufen (Sport),skiing
Klasse 6 G-Kurs,173,nehmen,"take, simple past: took"
Klasse 6 G-Kurs,173,jn. zustimmen,agree with sb.
Klasse 6 G-Kurs,173,"der/die/das beliebteste/populärste, am beliebtesten/populärsten",most popular
Klasse 6 G-Kurs,173,Übungen machen,do exercises
Klasse 6 G-Kurs,173,rufen,shout
Klasse 6 G-Kurs,173,jemand,somebody (or: someone)
Klasse 6 G-Kurs,173,diese Menschen (hier),these people
