classe,page,de,en
Klasse 6 G-Kurs,164,zusammen,together
Klasse 6 G-Kurs,164,"am Meer, an der See",at the seaside
Klasse 6 G-Kurs,164,die Türkei,Turkey
Klasse 6 G-Kurs,164,Berg,mountain
Klasse 6 G-Kurs,164,Meer,sea
Klasse 6 G-Kurs,164,Stadion,stadium
Klasse 6 G-Kurs,164,Schwimmbad,swimming pool
Klasse 6 G-Kurs,164,Spanien,Spain
Klasse 6 G-Kurs,164,Wetter,weather
Klasse 6 G-Kurs,164,sonnig,sunny
Klasse 6 G-Kurs,164,regnerisch,rainy
Klasse 6 G-Kurs,164,vorige / letzte Woche,last week
Klasse 6 G-Kurs,164,"Schön, wieder zusammenzusein.",Nice to be together again.
Klasse 6 G-Kurs,164,"Gib mir fünf! (Aufforderung, gegen die erhobene Hand des Gegenübers zu klatschen, Geste der Freude/Begrüßung)",Give me five!
Klasse 6 G-Kurs,164,geben,give
Klasse 6 G-Kurs,164,gehen: ich ging/fuhr; ich bin gegangen/gefahren,go: I went
Klasse 6 G-Kurs,164,bleiben: ich blieb/ich bin geblieben,stay: I stayed
Klasse 6 G-Kurs,164,"jede(r, s)",every
Klasse 6 G-Kurs,164,Leute (als Anrede verwendet),guys
Klasse 6 G-Kurs,164,gestern,yesterday
