classe,page,de,en
Klasse 6 G-Kurs,175,schneiden; (Rasen) mähen,"cut, simple past: cut"
Klasse 6 G-Kurs,175,Gras,grass
Klasse 6 G-Kurs,175,aufräumen,tidy (verb)
Klasse 6 G-Kurs,175,ordentlich,tidy (adj)
Klasse 6 G-Kurs,175,10 Pfund pro Woche,£10 a week
Klasse 6 G-Kurs,175,Zeitungen austragen,do a paper round
Klasse 6 G-Kurs,175,die geizigsten Eltern,the meanest parents
Klasse 6 G-Kurs,175,ich werde … fragen/bitten,I’m going to ask …
Klasse 6 G-Kurs,175,um etwas bitten,ask for sth.
Klasse 6 G-Kurs,175,Plan,plan
Klasse 6 G-Kurs,175,Schlittschuhlaufen,ice skating
Klasse 6 G-Kurs,175,"beschäftigt sein, (viel) zu tun haben",be busy
Klasse 6 G-Kurs,175,den ganzen Tag (lang),all day
Klasse 6 G-Kurs,175,Lass(t) uns (mal) sehen.,Let’s see.
Klasse 6 G-Kurs,175,"billig, preiswert",cheap
Klasse 6 G-Kurs,175,So viel kostet das nicht.,It’s cheaper than that.
Klasse 6 G-Kurs,175,(immer) noch; trotzdem,still
Klasse 6 G-Kurs,175,nächstes Mal,next time
Klasse 6 G-Kurs,175,Handschuh,glove
Klasse 6 G-Kurs,175,Abgemacht!,It’s a deal!
Klasse 6 G-Kurs,175,Teil,part
Klasse 6 G-Kurs,175,denken; er dachte; er hat gedacht,think: he thought
Klasse 6 G-Kurs,175,Sofa,sofa
Klasse 6 G-Kurs,175,(Tages-)Zeitung,newspaper
Klasse 6 G-Kurs,175,"Geschäft, das gespendete Waren für wohltätige Zwecke verkauft",charity shop
Klasse 6 G-Kurs,175,wohltätige Organisation,charity
