classe,page,de,en
Klasse 6 G-Kurs,169,Hundeheim,dogs’ home
Klasse 6 G-Kurs,169,"sie denken, dass …",they think that …
Klasse 6 G-Kurs,169,(die) arme Mrs Trent,poor Mrs Trent
Klasse 6 G-Kurs,169,sie kann nicht gut gehen/laufen,she can’t walk well
Klasse 6 G-Kurs,169,"geschlossen sein, zu sein",be closed
Klasse 6 G-Kurs,169,"offen, geöffnet",open
Klasse 6 G-Kurs,169,"in der Nähe von, nahe (bei)",near
Klasse 6 G-Kurs,169,"Zentrum, (Stadt-)Mitte",centre
Klasse 6 G-Kurs,169,Ohr,ear
Klasse 6 G-Kurs,169,lang,long
Klasse 6 G-Kurs,169,Schwanz,tail
Klasse 6 G-Kurs,169,kurz; klein (Person),short
Klasse 6 G-Kurs,169,Platz,space
Klasse 6 G-Kurs,169,sammeln,collect
Klasse 6 G-Kurs,169,Guy-Fawkes-Puppe,guy
Klasse 6 G-Kurs,169,Theaterstück,play
Klasse 6 G-Kurs,169,ihre (Mehrzahl),their
Klasse 6 G-Kurs,169,"Jacke, Jackett",jacket
Klasse 6 G-Kurs,169,"Hut, Mütze",hat
Klasse 6 G-Kurs,169,Maske,mask
Klasse 6 G-Kurs,169,Er legt sie zu den anderen Dingen.,He puts it with the other things.
Klasse 6 G-Kurs,169,"(etwas wohin) tun, legen, stellen","put, simple past: put"
Klasse 6 G-Kurs,169,Spielzeug,toy
Klasse 6 G-Kurs,169,Helfer/in,helper
Klasse 6 G-Kurs,169,"(aus)wählen, aussuchen",pick
Klasse 6 G-Kurs,169,aufstehen,"stand up, simple past: stood up"
Klasse 6 G-Kurs,169,"wenn, falls",if
Klasse 6 G-Kurs,169,50 Pence reichen (auch),50p will do
Klasse 6 G-Kurs,169,Penny (kleinste britische Münze),penny
