classe,page,de,en
Klasse 6 G-Kurs,179,vergessen,"forget, simple past: forgot"
Klasse 6 G-Kurs,179,Brücke,bridge
Klasse 6 G-Kurs,179,"Häuschen, Hütte",cottage
Klasse 6 G-Kurs,179,"Pfad, (Feld-)Weg",track
Klasse 6 G-Kurs,179,ein Foto machen,take a photo
Klasse 6 G-Kurs,179,"oben, am oberen Ende (von); an der Spitze (von)",at the top (of)
Klasse 6 G-Kurs,179,"fallen: er fiel, er ist gefallen",fall: he fell
Klasse 6 G-Kurs,179,(nach) drinnen,inside
Klasse 6 G-Kurs,179,schreien,scream
Klasse 6 G-Kurs,179,schnell,quick
Klasse 6 G-Kurs,179,"wolkig, bewölkt",cloudy
Klasse 6 G-Kurs,179,Wolke,cloud
Klasse 6 G-Kurs,179,nichts,not (…) anything
Klasse 6 G-Kurs,179,"hören: sie hörten, sie haben gehört",hear: they heard
Klasse 6 G-Kurs,179,Erde (Erdboden),ground
Klasse 6 G-Kurs,179,"sie konnte, sie konnte nicht","she could, she couldn’t"
Klasse 6 G-Kurs,179,"Witz, Scherz",joke
Klasse 6 G-Kurs,179,Ihr Bein tat weh.,Her leg was sore.
Klasse 6 G-Kurs,179,langsam,slow
Klasse 6 G-Kurs,179,eine Woche / sechs Wochen Urlaub,a week’s / six weeks’ holiday
Klasse 6 G-Kurs,179,Du Glückliche/r! / Du Arme/r!,Lucky you! / Poor you!
Klasse 6 G-Kurs,179,sein: du bist gewesen,be: you’ve been
Klasse 6 G-Kurs,179,Bist du schon mal … gewesen? / Warst du schon mal …?,Have you ever been …?
Klasse 6 G-Kurs,179,je(mals),ever
Klasse 6 G-Kurs,179,Warst du schon mal in London?,Have you ever been to London?
Klasse 6 G-Kurs,179,Dänemark,Denmark
