classe,page,de,en
Klasse 6 G-Kurs,166,neben sie (Singular); neben ihr,next to her
Klasse 6 G-Kurs,166,suchen,look for
Klasse 6 G-Kurs,166,Schreibtisch,desk
Klasse 6 G-Kurs,166,sie kaufte; sie hat gekauft,buy: she bought
Klasse 6 G-Kurs,166,sie fühlte sich traurig,feel: she felt sad
Klasse 6 G-Kurs,166,warten (auf),wait (for)
Klasse 6 G-Kurs,166,also,so
Klasse 6 G-Kurs,166,"sie, ihnen (Mehrzahl)",them
Klasse 6 G-Kurs,166,aussehen,look
Klasse 6 G-Kurs,166,weinen,cry
Klasse 6 G-Kurs,166,sterben,die
Klasse 6 G-Kurs,166,verstehen,"understand, simple past: understood"
Klasse 6 G-Kurs,166,genau wie,just like
Klasse 6 G-Kurs,166,besser,better
Klasse 6 G-Kurs,166,als,when
Klasse 6 G-Kurs,166,interessant,interesting
Klasse 6 G-Kurs,166,wir trafen uns; wir haben uns getroffen,meet: we met
Klasse 6 G-Kurs,166,gewinnen,"win, simple past: won"
