"Franzoesisch","Deutsch"
"Rien à déclarer","Nichts zu verzollen"
"le douanier","Zollbeamte"
"belge","belgisch"
"apprendre","beibringen"
"fabriquer","herstellen"
"contrôler","kontrollieren"
"la frontière","Grenze"
"se plaindre de","sich beklagen über"
"imiter","imitieren"
"l’accent","Akzent"
"faire équipe avec","mit jemandem ein Team bilden"
"devenir","werden"
