"Franzoesisch","Deutsch"
"le lecteur","Leser"
"la moule","Miesmuschel"
"le centre-ville","Innenstadt"
"la cathédrale","Kathedrale"
"la mairie","Rathaus"
"il s’agit de","es geht um"
"la fontaine","Brunnen"
"le symbole","Symbol"
"la poire","Birne"
"délicieux","köstlich"
"sucré","süß"
"goûter","probieren"
"la saucisse","Wurst"
"l’auteur","Autor"
"ressembler à","ähneln"
