"Franzoesisch","Deutsch"
"la capitale (f)","die Hauptstadt"
"tu aimerais faire qc (v)","du wuerdest gerne etw. tun"
"le tableau (m)","das Gemaelde"
"le tableau","das Gemaelde"
"les tableaux (m, pl)","die Gemaelde"
"le bruit (m)","der Laerm"
"la voisine (f)","die Nachbarin"
"le quartier (m)","das Viertel"
"l'hotel (m)","das Hotel"
"la description (f)","die Beschreibung"
"le mois (m)","der Monat"
"bonne chance (f)","viel Glueck"
"le musee (m)","das Museum"
