classe,page,de,en
Klasse 9 E-Kurs,233,Gift,poison
Klasse 9 E-Kurs,233,Schaden; Schaeden,damage
Klasse 9 E-Kurs,233,sich unbehaglich fuehlen,be/feel uncomfortable
Klasse 9 E-Kurs,233,Mond,moon
Klasse 9 E-Kurs,233,mit jn. Schritt halten,keep up (with sb.)
Klasse 9 E-Kurs,233,Grundschule,elementary school
Klasse 9 E-Kurs,233,Mittelschule (fuer 11- bis 13-Jaehrige),middle school
Klasse 9 E-Kurs,233,im Ausland,abroad
Klasse 9 E-Kurs,233,ueber ... hinaus; weiter als,beyond
Klasse 9 E-Kurs,233,Not; Muehsal; harte Umstaende,hardship
Klasse 9 E-Kurs,233,koerperlich gesund,able-bodied
Klasse 9 E-Kurs,233,selten,rare
Klasse 9 E-Kurs,233,Leiden; Erkrankung,condition
Klasse 9 E-Kurs,233,richtig; ordentlich; korrekt,properly
Klasse 9 E-Kurs,233,zeigen; zur Schau stellen,display
Klasse 9 E-Kurs,233,anstelle von; anstatt,rather than
Klasse 9 E-Kurs,233,Spott; hoehnische Bemerkung,taunt
Klasse 9 E-Kurs,233,koerperbehindert,disabled
Klasse 9 E-Kurs,233,selbstbewusst; selbstsicher; zuversichtlich,confident
Klasse 9 E-Kurs,233,zugeben; eingestehen,admit
Klasse 9 E-Kurs,233,Kabine,cabin
Klasse 9 E-Kurs,233,ziemlich,rather
Klasse 9 E-Kurs,233,Fantasie; Vorstellungskraft,imagination
