classe,page,de,en
Klasse 9 E-Kurs,215,unterstuetzen,support
Klasse 9 E-Kurs,215,stehlen,steal
Klasse 9 E-Kurs,215,akzeptieren; annehmen,accept
Klasse 9 E-Kurs,215,in letzter Zeit,lately
Klasse 9 E-Kurs,215,wir beide,the two of us
Klasse 9 E-Kurs,215,Anstecknadel; Button,badge
Klasse 9 E-Kurs,215,frustrierend,frustrating
Klasse 9 E-Kurs,215,Diskriminierung,discrimination
Klasse 9 E-Kurs,215,Rassismus,racism
Klasse 9 E-Kurs,215,Bei mir hoert's auf; ich mache da nicht mit,It stops with me.
Klasse 9 E-Kurs,215,rassistisch; Rassist/in,racist
Klasse 9 E-Kurs,215,Volk; Stamm; Rasse,race
Klasse 9 E-Kurs,215,jemanden beschimpfen,call sb. names
Klasse 9 E-Kurs,215,Personal; Belegschaft,staff
Klasse 9 E-Kurs,215,jemanden befragen; verhoeren,question sb.
Klasse 9 E-Kurs,215,Gesellschaft,society
Klasse 9 E-Kurs,215,Vorurteil; Voreingenommenheit,prejudice
Klasse 9 E-Kurs,215,Kampagne,campaign
Klasse 9 E-Kurs,215,von Bedeutung sein; wichtig sein,matter
Klasse 9 E-Kurs,215,einer Sache ins Auge sehen; sich einer Sache stellen,face sth.
