classe,page,de,en
Klasse 9 E-Kurs,230,kleinere Seitenstrasse (weitab von der Hauptstrasse),backstreet
Klasse 9 E-Kurs,230,reich,rich
Klasse 9 E-Kurs,230,jn. in Ruhe lassen,leave sb. alone
Klasse 9 E-Kurs,230,Finder/in,finder
Klasse 9 E-Kurs,230,sich heranschleichen (an),creep up (on sb.)
Klasse 9 E-Kurs,230,fallen; fallen lassen,drop
Klasse 9 E-Kurs,230,bis,till
Klasse 9 E-Kurs,230,Idiot/in,idiot
Klasse 9 E-Kurs,230,... ist gefaehrlich; ... ist gar nicht gut,... is bad news.
Klasse 9 E-Kurs,230,Zwillinge,twins
Klasse 9 E-Kurs,230,Zwillingsschwester/-bruder,twin sister/brother
Klasse 9 E-Kurs,230,jn. angrinsen,grin (at sb)
Klasse 9 E-Kurs,230,das Dach,roof
Klasse 9 E-Kurs,230,Feuertreppe; Notausgang,fire escape
Klasse 9 E-Kurs,230,die Leiter,ladder
Klasse 9 E-Kurs,230,mobil; Handy,mobile
Klasse 9 E-Kurs,230,"Ich kann doch nicht ..., nicht wahr?","I can't ..., can I?"
