classe,page,de,en
Klasse 9 E-Kurs,228,mit anderen Worten,in other words
Klasse 9 E-Kurs,228,obwohl,although
Klasse 9 E-Kurs,228,sich entspannen,relax
Klasse 9 E-Kurs,228,Argument; Streit,argument
Klasse 9 E-Kurs,228,Schlussfolgerung,conclusion
Klasse 9 E-Kurs,228,auf jn. zielen; jn. als Zielgruppe waehlenn; jn. ins Visier nehmen,target sb.
Klasse 9 E-Kurs,228,Ziel,target
Klasse 9 E-Kurs,228,versiert; gewieft,savvy
Klasse 9 E-Kurs,228,einer von dreien,one in three
Klasse 9 E-Kurs,228,etwas reduzieren (um); etwas verringern (um),reduce sth. (by)
Klasse 9 E-Kurs,228,Werber/in; Werbetreibende(r),advertiser
Klasse 9 E-Kurs,228,Anzeige; Inserat; Annonce,advert
Klasse 9 E-Kurs,228,Werbung; Reklame,advertising
Klasse 9 E-Kurs,228,Werbung machen (fuer etwas),advertise (sth.)
Klasse 9 E-Kurs,228,entwerfen; gestalten; entwickeln,design
Klasse 9 E-Kurs,228,Produkt,product
