classe,page,de,en
Klasse 9 E-Kurs,231,Schwergewicht,heavyweight
Klasse 9 E-Kurs,231,sich abwenden; sich wegdrehen,turn away
Klasse 9 E-Kurs,231,etwas verbreiten (Virus; Krankheit),spread sth.
Klasse 9 E-Kurs,231,Armee,army
Klasse 9 E-Kurs,231,die Macht uebernehmen,take over
Klasse 9 E-Kurs,231,Energie,energy
Klasse 9 E-Kurs,231,Folter,torture
Klasse 9 E-Kurs,231,treten; einen Schritt tun,step
Klasse 9 E-Kurs,231,Waffe,weapon
Klasse 9 E-Kurs,231,verangstigt,frightened
Klasse 9 E-Kurs,231,schuetteln,shake
Klasse 9 E-Kurs,231,Leder,leather
Klasse 9 E-Kurs,231,kein Grund fuer etwas,no need (for sth.)
Klasse 9 E-Kurs,231,"kein Grund, etwas zu tun",no need to do sth.
Klasse 9 E-Kurs,231,etwas wie seine Westentasche kennen; etwas in- und auswendig kennen,know sth. like the back of your hand
Klasse 9 E-Kurs,231,Abkuerzung,short cut
Klasse 9 E-Kurs,231,Auswahl,choice
Klasse 9 E-Kurs,231,krachen; stuerzen,crash
Klasse 9 E-Kurs,231,Auf-/Blitzen; blinken,flash
Klasse 9 E-Kurs,231,gefrieren; erstarren,"freeze, froze, frozen"
Klasse 9 E-Kurs,231,schockierend,shocking
Klasse 9 E-Kurs,231,spaet in der Nacht noch aktiv sein,vamping
