classe,page,de,en
Klasse 9 E-Kurs,212,wessen,whose
Klasse 9 E-Kurs,212,sein; seine; seins,his
Klasse 9 E-Kurs,212,bei etwas dabei sein; mitmachen,be up for sth.
Klasse 9 E-Kurs,212,Motor,engine
Klasse 9 E-Kurs,212,riskieren; aufs Spiel setzen,risk
Klasse 9 E-Kurs,212,Lichtung,clearing
Klasse 9 E-Kurs,212,Ziege,goat
Klasse 9 E-Kurs,212,Anhalter/in; Tramper/in,hitchhiker
Klasse 9 E-Kurs,212,Treibstoff; Kraftstoff,fuel
Klasse 9 E-Kurs,212,irgendwie glamouroes,kind of glamorous
Klasse 9 E-Kurs,212,glamouroes,glamorous
Klasse 9 E-Kurs,212,Nagel,nail
Klasse 9 E-Kurs,212,Nagellack,nail polish
Klasse 9 E-Kurs,212,nacherzaehlen,retell
Klasse 9 E-Kurs,212,Weste,waistcoat
Klasse 9 E-Kurs,212,auftauchen; erscheinen,turn up
Klasse 9 E-Kurs,212,vertraut; bekannt,familiar
Klasse 9 E-Kurs,212,drohen; bedrohen,threaten
Klasse 9 E-Kurs,212,genau; du hast es,You got it.
