classe,page,de,en
Klasse 9 E-Kurs,234,Beziehung; Verhaeltnis (zu anderen Menschen),relationship
Klasse 9 E-Kurs,234,fuer immer; ewig,forever
Klasse 9 E-Kurs,234,"Nebenfigur (im Roman, Film usw.)",minor character
Klasse 9 E-Kurs,234,Mitbewohner/in,flatmate
Klasse 9 E-Kurs,234,Antwort; Reaktion,response
Klasse 9 E-Kurs,234,ernst; ernsthaft,serious
Klasse 9 E-Kurs,234,typisch (fuer),typical (of)
Klasse 9 E-Kurs,234,sich reimen,rhyme
Klasse 9 E-Kurs,234,Regenschirm,umbrella
Klasse 9 E-Kurs,234,Analyse,analysis
Klasse 9 E-Kurs,234,Ort; Standort; Einsatzort,location
Klasse 9 E-Kurs,234,Ausgang; hinausgehen,exit
Klasse 9 E-Kurs,234,Geschenk,gift
Klasse 9 E-Kurs,234,lebendig; lebhaft,lively
Klasse 9 E-Kurs,234,Glueck haben,get lucky
Klasse 9 E-Kurs,234,sich verkaufen,sell
Klasse 9 E-Kurs,234,unglaublicherweise; kaum zu glauben,incredibly
Klasse 9 E-Kurs,234,auch wenn; obwohl,even though
Klasse 9 E-Kurs,234,Summe; Betrag,sum
Klasse 9 E-Kurs,234,Hinweis,hint
Klasse 9 E-Kurs,234,tatsaechlich; um genau zu sein,in fact
Klasse 9 E-Kurs,234,etwas erfinden; sich etwas ausdenken,make sth. up
Klasse 9 E-Kurs,234,unterhaltsam,entertaining
Klasse 9 E-Kurs,234,Aspekt,aspect
