classe,page,de,en
Klasse 9 E-Kurs,225,eine Freundin von Cindy/von ihr/von mir,a friend of Cindy's / of hers / of mine
Klasse 9 E-Kurs,225,mehrere; einige,several
Klasse 9 E-Kurs,225,(Haeuser-)Block,block
Klasse 9 E-Kurs,225,Stock; Stockwerk; Etage,storey (BE)/story (AE)
Klasse 9 E-Kurs,225,unattraktiv,unattractive
Klasse 9 E-Kurs,225,reif; vernuenftig,mature
Klasse 9 E-Kurs,225,eigentlich; tatsaechlich,actually
Klasse 9 E-Kurs,225,Pumps (elegante Damenschuhe),pumps
Klasse 9 E-Kurs,225,Absatz (Schuh),heel
Klasse 9 E-Kurs,225,Friedhof,graveyard
Klasse 9 E-Kurs,225,Nachtschicht,graveyard shift
Klasse 9 E-Kurs,225,Dame,lady
Klasse 9 E-Kurs,225,(hin)knallen; zuschlagen,slam
Klasse 9 E-Kurs,225,schockiert,shocked
Klasse 9 E-Kurs,225,Badeanzug,swimsuit
Klasse 9 E-Kurs,225,Sandalen,sandals
Klasse 9 E-Kurs,225,toericht; dumm,foolish
Klasse 9 E-Kurs,225,Persoenlichkeit; Charakter,personality
Klasse 9 E-Kurs,225,Erscheinungsbild; Aussehen,appearance
Klasse 9 E-Kurs,225,Vorstellungsgespraech,job interview
Klasse 9 E-Kurs,225,Vorstellung; Auffuehrung,performance
Klasse 9 E-Kurs,225,Einzelne(r); Individuum; Person,individual
