classe,page,de,en
Klasse 9 E-Kurs,232,ausdruecken; zum Ausdruck bringen,express
Klasse 9 E-Kurs,232,Erfindung,invention
Klasse 9 E-Kurs,232,Beobachter/in,observer
Klasse 9 E-Kurs,232,Moderator/in (z. B. bei Debatten),moderator
Klasse 9 E-Kurs,232,Sprecher/in; Redner/in,speaker
Klasse 9 E-Kurs,232,Argument,point
Klasse 9 E-Kurs,232,respektvoll,respectful
Klasse 9 E-Kurs,232,Redewendung,idiom
Klasse 9 E-Kurs,232,Gaestezimmer,spare room
Klasse 9 E-Kurs,232,Bellen,bark
Klasse 9 E-Kurs,232,Umgebung,surroundings
Klasse 9 E-Kurs,232,sich duschen; Dusche,shower
Klasse 9 E-Kurs,232,Bad; Badewanne,bath
Klasse 9 E-Kurs,232,Badewanne,bathtub
Klasse 9 E-Kurs,232,etwas erkennen; sich einer Sache bewusst werden,realize sth.
Klasse 9 E-Kurs,232,Schrank,cupboard
Klasse 9 E-Kurs,232,was/welcher/... ueberhaupt?,what/who/which/... anyway?
Klasse 9 E-Kurs,232,jn. beruhigen; jn. die Befangenheit nehmen,put sb. at ease
Klasse 9 E-Kurs,232,Haeuptling; leitende(r),chief
