classe,page,de,en
Klasse 5 E-Kurs,220,schrecklich,horrible
Klasse 5 E-Kurs,220,der Klebestift,glue stick
Klasse 5 E-Kurs,220,das Federmäppchen,pencil case
Klasse 5 E-Kurs,220,"der Kugelschreiber, der Stift; der Füller",pen
Klasse 5 E-Kurs,220,das Radiergummi,rubber
Klasse 5 E-Kurs,220,der Bleistift(an)spitzer,pencil sharpener
Klasse 5 E-Kurs,220,"das Schulheft, das Übungsheft",exercise book
Klasse 5 E-Kurs,220,Englisch; englisch,English
Klasse 5 E-Kurs,220,der Apfel,apple
Klasse 5 E-Kurs,220,das Lineal,ruler
Klasse 5 E-Kurs,220,der Schreibtisch,desk
Klasse 5 E-Kurs,220,verschieden; anders (als),different (to)
Klasse 5 E-Kurs,220,Herr Lee,Mr Lee
Klasse 5 E-Kurs,220,"der Lehrer, die Lehrerin",teacher
Klasse 5 E-Kurs,220,Ich habe mich verspätet.,I’m late.
Klasse 5 E-Kurs,220,Verspäte dich nicht.,Don’t be late.
Klasse 5 E-Kurs,220,"wieder, noch einmal",again
Klasse 5 E-Kurs,220,das Fenster,window
Klasse 5 E-Kurs,220,ja,yes
Klasse 5 E-Kurs,220,gehen; fahren,(to) go
Klasse 5 E-Kurs,220,"zu, nach",to
Klasse 5 E-Kurs,220,die Toilette,toilet
Klasse 5 E-Kurs,220,"nun, jetzt",now
