classe,page,de,en
Klasse 5 E-Kurs,219,kochen,(to) cook
Klasse 5 E-Kurs,219,"der Schüler, die Schülerin; der Student, die Studentin",student
Klasse 5 E-Kurs,219,an; in; bei; auf,at
Klasse 5 E-Kurs,219,aber,but
Klasse 5 E-Kurs,219,die Zeit; die Uhrzeit,time
Klasse 5 E-Kurs,219,"der Freund, die Freundin",friend
Klasse 5 E-Kurs,219,... sind Freunde/Freundinnen.,... are friends.
Klasse 5 E-Kurs,219,"beschäftigt sein, (viel) zu tun haben",(to) be busy
Klasse 5 E-Kurs,219,müde,tired
Klasse 5 E-Kurs,219,die Krawatte,tie
Klasse 5 E-Kurs,219,Angst haben (vor),(to) be scared (of)
Klasse 5 E-Kurs,219,von,of
Klasse 5 E-Kurs,219,die (Schul-)Uniform,(school) uniform
Klasse 5 E-Kurs,219,gleich; derselbe/dieselbe/dasselbe/dieselben,the same
Klasse 5 E-Kurs,219,wissen; kennen,(to) know
Klasse 5 E-Kurs,219,britisch,British
Klasse 5 E-Kurs,219,haben,(to) have
Klasse 5 E-Kurs,219,oft,often
Klasse 5 E-Kurs,219,großartig; toll,great
