classe,page,de,en
Klasse 5 E-Kurs,247,die Sahne,cream
Klasse 5 E-Kurs,247,die Erdbeere,strawberry
Klasse 5 E-Kurs,247,allergisch (gegen),allergic (to)
Klasse 5 E-Kurs,247,"russisch, Russisch; der Russe, die Russin",Russian
Klasse 5 E-Kurs,247,"indisch; der Inder, die Inderin",Indian
Klasse 5 E-Kurs,247,das Restaurant,restaurant
Klasse 5 E-Kurs,247,das Gericht (die Mahlzeit),dish
Klasse 5 E-Kurs,247,das Fleisch,meat
Klasse 5 E-Kurs,247,vegetarisch; der/die Vegetarier/in,"vegetarian, infml auch: veggie"
Klasse 5 E-Kurs,247,der Käse,cheese
Klasse 5 E-Kurs,247,die Erbse,pea
Klasse 5 E-Kurs,247,die Tomate,"tomato, pl tomatoes"
Klasse 5 E-Kurs,247,das Gewürz,spice
Klasse 5 E-Kurs,247,"normalerweise, meistens",usually
Klasse 5 E-Kurs,247,das Brot,bread
Klasse 5 E-Kurs,247,der Reis,rice
Klasse 5 E-Kurs,247,das Gemüse,vegetables (pl)
Klasse 5 E-Kurs,247,,ChatGPT fragen
