classe,page,de,en
Klasse 5 E-Kurs,248,"vegan; der Veganer, die Veganerin",vegan
Klasse 5 E-Kurs,248,gesund,healthy
Klasse 5 E-Kurs,248,"die Einladung (zu, nach)",invitation (to)
Klasse 5 E-Kurs,248,"das (Brat-, Bock-)Würstchen, die Wurst",sausage
Klasse 5 E-Kurs,248,"der Kuchen, die Torte",cake
Klasse 5 E-Kurs,248,der zwölfte Geburtstag,twelfth (12th) birthday
Klasse 5 E-Kurs,248,der Zirkus,circus
Klasse 5 E-Kurs,248,jm. eine SMS schicken,(to) text sb.
Klasse 5 E-Kurs,248,die Jahreszeit; die Saison,season
Klasse 5 E-Kurs,248,das Datum,date
Klasse 5 E-Kurs,248,der erste April,the first of April (1st April)
Klasse 5 E-Kurs,248,ruhen; sich ausruhen,(to) rest
Klasse 5 E-Kurs,248,jonglieren,(to) juggle
Klasse 5 E-Kurs,248,der Ball,ball
Klasse 5 E-Kurs,248,schlafen,(to) sleep
Klasse 5 E-Kurs,248,der Moment,moment
Klasse 5 E-Kurs,248,müssen,must
Klasse 5 E-Kurs,248,,ChatGPT fragen
