classe,page,de,en
Klasse 5 E-Kurs,232,die Person,person
Klasse 5 E-Kurs,232,"die Bonbons, die Süßigkeiten",sweets (pl)
Klasse 5 E-Kurs,232,sein Terrarium / ihr Terrarium,its terrarium
Klasse 5 E-Kurs,232,"die Wand, die Mauer",wall
Klasse 5 E-Kurs,232,mein/ein eigenes Zimmer,my own room
Klasse 5 E-Kurs,232,das Problem,problem
Klasse 5 E-Kurs,232,die Eltern,parents (pl)
Klasse 5 E-Kurs,232,"natürlich, selbstverständlich",of course
Klasse 5 E-Kurs,232,bei ihrer Mutter (zu Hause/dah…),at her mum’s (house)
Klasse 5 E-Kurs,232,witzig; lustig; seltsam,funny
Klasse 5 E-Kurs,232,sprechen (mit),(to) speak (to)
Klasse 5 E-Kurs,232,später,later
Klasse 5 E-Kurs,232,das Abendessen,dinner
Klasse 5 E-Kurs,232,der Liebling,love
Klasse 5 E-Kurs,232,"unhöflich, frech",rude
Klasse 5 E-Kurs,232,klein,little
Klasse 5 E-Kurs,232,perfekt,perfect
Klasse 5 E-Kurs,232,der Teil (von),part (of)
Klasse 5 E-Kurs,232,"elektrisch, Elektro-",electric
