classe,page,de,en
Klasse 5 E-Kurs,236,die Zeile; die Reihe,line
Klasse 5 E-Kurs,236,das Einkaufen; die Einkäufe,shopping
Klasse 5 E-Kurs,236,der Nachmittag,afternoon
Klasse 5 E-Kurs,236,bürsten,(to) brush
Klasse 5 E-Kurs,236,der Zahn,"tooth, pl teeth"
Klasse 5 E-Kurs,236,jeder; alle,everybody
Klasse 5 E-Kurs,236,das Projekt,project
Klasse 5 E-Kurs,236,"das Land, (auch:) die ländliche Gegend",country
Klasse 5 E-Kurs,236,die AG (in der Schule),(school) club
Klasse 5 E-Kurs,236,"das Schauspiel, die darstellende Kunst",drama
Klasse 5 E-Kurs,236,Rad fahren,(to) cycle
Klasse 5 E-Kurs,236,wandern,(to) hike
Klasse 5 E-Kurs,236,"rennen, laufen",(to) run
Klasse 5 E-Kurs,236,das Trampolinspringen/-turnen,trampolining
Klasse 5 E-Kurs,236,die meisten Schulen,most schools
Klasse 5 E-Kurs,236,Welche AGs …?,Which clubs …?
Klasse 5 E-Kurs,236,"das Meer, die See",sea
Klasse 5 E-Kurs,236,der Satz,sentence
