classe,page,de,en
Klasse 5 E-Kurs,215,und,and
Klasse 5 E-Kurs,215,richtig,right
Klasse 5 E-Kurs,215,False,wrong
Klasse 5 E-Kurs,215,Und du? / Was ist mit dir?,What about you?
Klasse 5 E-Kurs,215,die Klasse; der Unterricht; der Kurs,class
Klasse 5 E-Kurs,215,auch,too
Klasse 5 E-Kurs,215,Tschüs.,Bye.
Klasse 5 E-Kurs,215,Auf Wiedersehen. / Servus.,Goodbye.
Klasse 5 E-Kurs,215,der Urlaub; die Ferien,holiday(s)
Klasse 5 E-Kurs,215,auf dem Bild,in the picture
Klasse 5 E-Kurs,215,"die Mama, die Mutti",mum
Klasse 5 E-Kurs,215,"der Papa, der Vati",dad
Klasse 5 E-Kurs,215,Leos Mama/Mutti,Leo’s mum
Klasse 5 E-Kurs,215,das Tier,animal
Klasse 5 E-Kurs,215,das Getränk,drink
Klasse 5 E-Kurs,215,"das Ding, die Sache",thing
Klasse 5 E-Kurs,215,essen; fressen,(to) eat
Klasse 5 E-Kurs,215,Dinge zum Essen,things to eat
Klasse 5 E-Kurs,215,"andere(r, s)",other
Klasse 5 E-Kurs,215,hier; hierher,here
Klasse 5 E-Kurs,215,ich kann … sehen,I can see…
Klasse 5 E-Kurs,215,ich kann … nicht sehen,I can’t (= cannot) see …
Klasse 5 E-Kurs,215,sich erinnern an; daran denken; nicht vergessen,(to) remember
