classe,page,de,en
Klasse 5 E-Kurs,227,die Meinung,opinion
Klasse 5 E-Kurs,227,"beste(r, s); am besten",best
Klasse 5 E-Kurs,227,wenn (zeitlich),when
Klasse 5 E-Kurs,227,lernen,(to) learn
Klasse 5 E-Kurs,227,"der Wortschatz, das Vokabular; das Vokabelverzeichnis",vocabulary (vocab)
Klasse 5 E-Kurs,227,"die Gedankenkarte, das Wörter­netz; die Mindmap",mind map
Klasse 5 E-Kurs,227,der Weg; die Art und Weise,way
Klasse 5 E-Kurs,227,die Datei; der Ordner; die Liste,file
Klasse 5 E-Kurs,227,das Wort,word
Klasse 5 E-Kurs,227,oder; sonst,or
Klasse 5 E-Kurs,227,(von) A bis Z,(from) A to Z
Klasse 5 E-Kurs,227,machen; herstellen,(to) make
Klasse 5 E-Kurs,227,die Stufe; der Schritt,step
Klasse 5 E-Kurs,227,nützlich; hilfreich,useful
Klasse 5 E-Kurs,227,schwierig; schwer,difficult
