classe,page,de,en
Klasse 8 E-Kurs,199,Einleitung,introduction
Klasse 8 E-Kurs,199,Kriminalität,crime
Klasse 8 E-Kurs,199,Gewalt,violence
Klasse 8 E-Kurs,199,verdächtig,suspicious
Klasse 8 E-Kurs,199,unschuldig,innocent
Klasse 8 E-Kurs,199,Autor,author
Klasse 8 E-Kurs,199,gefangen,trapped
Klasse 8 E-Kurs,199,Freundschaft,friendship
Klasse 8 E-Kurs,199,Original,original
Klasse 8 E-Kurs,199,üben,practise
Klasse 8 E-Kurs,199,Übung,practice
Klasse 8 E-Kurs,199,anhalten,pull in
Klasse 8 E-Kurs,199,aussteigen,get out of a car
Klasse 8 E-Kurs,199,Schweiß,sweat
Klasse 8 E-Kurs,199,einander,each other
Klasse 8 E-Kurs,199,herumfahren,cruise
Klasse 8 E-Kurs,199,Was ist los,Whats going on
Klasse 8 E-Kurs,199,während,as
Klasse 8 E-Kurs,199,Routine,routine
Klasse 8 E-Kurs,199,sich lehnen,lean
Klasse 8 E-Kurs,199,es könnte helfen,It might help
