classe,page,de,en
Klasse 8 E-Kurs,201,Nische,booth
Klasse 8 E-Kurs,201,Rührei,scrambled eggs
Klasse 8 E-Kurs,201,Text scannen,scan a text
Klasse 8 E-Kurs,201,professionell,professional
Klasse 8 E-Kurs,201,Stelle,position
Klasse 8 E-Kurs,201,verfügbar,available
Klasse 8 E-Kurs,201,Fotograf,photographer
Klasse 8 E-Kurs,201,jederzeit,anytime
Klasse 8 E-Kurs,201,sich verirren,get lost
Klasse 8 E-Kurs,201,Es macht mir nichts aus,I don't mind
Klasse 8 E-Kurs,201,Klassenstufe,grade
Klasse 8 E-Kurs,201,einschüchternd,intimidating
Klasse 8 E-Kurs,201,antik,ancient
Klasse 8 E-Kurs,201,ändern,change
Klasse 8 E-Kurs,201,Bibliothek,library
Klasse 8 E-Kurs,201,vertrauen,trust
Klasse 8 E-Kurs,201,debattieren,debate
Klasse 8 E-Kurs,201,unglaublich,incredible
