classe,page,de,en
Klasse 8 E-Kurs,210,dünn,thin
Klasse 8 E-Kurs,210,Haut,skin
Klasse 8 E-Kurs,210,aufwachsen,grow up
Klasse 8 E-Kurs,210,außer,except for
Klasse 8 E-Kurs,210,jdn dazu bringen etw zu tun,make sb do sth
Klasse 8 E-Kurs,210,hübsch,pretty
Klasse 8 E-Kurs,210,hinter jdm herrennen,run after sb
Klasse 8 E-Kurs,210,Magen,stomach
Klasse 8 E-Kurs,210,zu jdm hinübergehen,come over to sb
Klasse 8 E-Kurs,210,Dummkopf,fool
Klasse 8 E-Kurs,210,Händedruck,handshake
Klasse 8 E-Kurs,210,unsichtbar,invisible
Klasse 8 E-Kurs,210,Zunge,tongue
Klasse 8 E-Kurs,210,verschwinden,disappear
Klasse 8 E-Kurs,210,Blut,blood
Klasse 8 E-Kurs,210,eines Tages,one day
Klasse 8 E-Kurs,210,in Ordnung,all right
Klasse 8 E-Kurs,210,danach,after that
Klasse 8 E-Kurs,210,Wahrheit,truth
Klasse 8 E-Kurs,210,Sekunde,second
