classe,page,de,en
Klasse 8 E-Kurs,218,Bäcker,baker
Klasse 8 E-Kurs,218,ich hoffe es geht dir gut,i hope you are well
Klasse 8 E-Kurs,218,ps,ps
Klasse 8 E-Kurs,218,schießen,shoot
Klasse 8 E-Kurs,218,guter dinge sein,be in good spirits
Klasse 8 E-Kurs,218,planwagen,wagon
Klasse 8 E-Kurs,218,ochse,ox
Klasse 8 E-Kurs,218,schusswaffe,gun
Klasse 8 E-Kurs,218,holzbearbeitungswerkzeuge,woodworking tools
Klasse 8 E-Kurs,218,gepäck,baggage
Klasse 8 E-Kurs,218,puppe,doll
Klasse 8 E-Kurs,218,milch,milk
Klasse 8 E-Kurs,218,krankheit,illness
Klasse 8 E-Kurs,218,grab,grave
Klasse 8 E-Kurs,218,am weg,by the trail
Klasse 8 E-Kurs,218,cholera,cholera
Klasse 8 E-Kurs,218,bisher,so far
Klasse 8 E-Kurs,218,bratpfanne,frying pan
Klasse 8 E-Kurs,218,kämmen,comb
Klasse 8 E-Kurs,218,bescheiden,modest
Klasse 8 E-Kurs,218,wunderbar,wonderful
Klasse 8 E-Kurs,218,mist,dung
Klasse 8 E-Kurs,218,wiese,meadow
Klasse 8 E-Kurs,218,brennen,burn
Klasse 8 E-Kurs,218,ekelhaft,disgusting
Klasse 8 E-Kurs,218,trocken,dry
Klasse 8 E-Kurs,218,mokassin,moccasin
