classe,page,de,en
Klasse 8 E-Kurs,208,einsteigen,board
Klasse 8 E-Kurs,208,Eintritt,admission
Klasse 8 E-Kurs,208,ziehen,pull
Klasse 8 E-Kurs,208,einen Tag frei haben,get have a day off
Klasse 8 E-Kurs,208,Fernstraße,highway
Klasse 8 E-Kurs,208,Warnung,warning
Klasse 8 E-Kurs,208,ehrlich,honest
Klasse 8 E-Kurs,208,nicht einmal,not even
Klasse 8 E-Kurs,208,Wal,whale
Klasse 8 E-Kurs,208,Kalb,calf
Klasse 8 E-Kurs,208,Motel,motel
Klasse 8 E-Kurs,208,altmodisch,old-fashioned
Klasse 8 E-Kurs,208,aus etwas gemacht sein,be made of sth
Klasse 8 E-Kurs,208,etwas tun dürfen,get to do sth
Klasse 8 E-Kurs,208,Welle,wave
Klasse 8 E-Kurs,208,enttäuschen,disappoint sb
Klasse 8 E-Kurs,208,Riese,giant
Klasse 8 E-Kurs,208,aufbewahren,keep
