classe,page,de,en
Klasse 9 G-Kurs,161,Nagel,nail
Klasse 9 G-Kurs,161,Stimme,voice
Klasse 9 G-Kurs,161,"an etwas/jm. vorbeigehen, vorbeifahren",pass sth./sb.
Klasse 9 G-Kurs,161,"stoßen, schubsen; drücken; drängen",push
Klasse 9 G-Kurs,161,"Schusswaffe, Pistole",gun
Klasse 9 G-Kurs,161,"erschießen, schießen (auf)","shoot, shot, shot"
Klasse 9 G-Kurs,161,Verbrecher/in; kriminell,criminal
Klasse 9 G-Kurs,161,küssen,kiss
Klasse 9 G-Kurs,161,"kontrollieren, beherrschen",control
Klasse 9 G-Kurs,161,(sich) umdrehen; (Auto) sich überschlagen,turn over
Klasse 9 G-Kurs,161,Panik bekommen,panic
Klasse 9 G-Kurs,161,"rasen, schnell fahren",race
Klasse 9 G-Kurs,161,du darfst fahren,you may drive
Klasse 9 G-Kurs,161,"Fahrprüfung, Führerscheinprüfung",driving test
Klasse 9 G-Kurs,161,eine Prüfung bestehen,pass a test
Klasse 9 G-Kurs,161,Übersetzung,translation
Klasse 9 G-Kurs,161,(sich) verbessern,improve
Klasse 9 G-Kurs,161,"Referat, Präsentation",presentation
Klasse 9 G-Kurs,161,beeindrucken,impress
Klasse 9 G-Kurs,161,Checkliste,checklist
Klasse 9 G-Kurs,161,vorbereiten; sich vorbereiten (auf),prepare (for)
Klasse 9 G-Kurs,161,"kopieren, abschreiben",copy
Klasse 9 G-Kurs,161,Notizen,notes
Klasse 9 G-Kurs,161,unbekannt,unknown
Klasse 9 G-Kurs,161,"Outdoor-, Natursport-",outdoor
