classe,page,de,en
Klasse 9 G-Kurs,173,realistisch,realistic
Klasse 9 G-Kurs,173,essen: ich habe gegessen,eat: I’ve eaten
Klasse 9 G-Kurs,173,"stattfinden, gezeigt werden (Kino, Theater)",be on
Klasse 9 G-Kurs,173,halten,"hold, held, held"
Klasse 9 G-Kurs,173,"hart, zäh, robust",tough
Klasse 9 G-Kurs,173,jn. in Ruhe lassen,leave sb. alone
Klasse 9 G-Kurs,173,sich heranschleichen (an jn.),"creep up (on sb.), crept, crept"
Klasse 9 G-Kurs,173,sich umdrehen,turn around
Klasse 9 G-Kurs,173,Metall,metal
Klasse 9 G-Kurs,173,fallen; fallen lassen,drop
Klasse 9 G-Kurs,173,bis,till
Klasse 9 G-Kurs,173,… ist gefährlich. / … ist (gar) nicht gut.,… is bad news.
Klasse 9 G-Kurs,173,Zwillinge,twins (pl)
Klasse 9 G-Kurs,173,(jn. an-)grinsen,grin (at sb.)
Klasse 9 G-Kurs,173,Erzähler/in,narrator
Klasse 9 G-Kurs,173,Dach,roof
Klasse 9 G-Kurs,173,(die) Leiter,ladder
Klasse 9 G-Kurs,173,"Etage, Stockwerk",floor
Klasse 9 G-Kurs,173,,ChatGPT fragen
