classe,page,de,en
Klasse 9 G-Kurs,159,Pilot/in,pilot
Klasse 9 G-Kurs,159,Qualle,"jellyfish, pl jellyfish"
Klasse 9 G-Kurs,159,Gefahr,danger
Klasse 9 G-Kurs,159,Risiko,risk
Klasse 9 G-Kurs,159,"riskieren, aufs Spiel setzen",risk (verb)
Klasse 9 G-Kurs,159,Sonnenbrand,sunburn
Klasse 9 G-Kurs,159,Sonnencreme auftragen,put on suncream
Klasse 9 G-Kurs,159,schwimmen,"swim, swam, swum"
Klasse 9 G-Kurs,159,Haut,skin
Klasse 9 G-Kurs,159,(Insekten-)Stich,sting
Klasse 9 G-Kurs,159,Schatten (vor der Sonne geschützt),shade
Klasse 9 G-Kurs,159,Thema,theme
Klasse 9 G-Kurs,159,Struktur,structure
Klasse 9 G-Kurs,159,Anfang,beginning
Klasse 9 G-Kurs,159,Körperbemalung,body painting
Klasse 9 G-Kurs,159,"breit, weit",wide
Klasse 9 G-Kurs,159,(die) Natur,nature
Klasse 9 G-Kurs,159,sammeln; (sich) versammeln,gather
Klasse 9 G-Kurs,159,Umwelt,environment
Klasse 9 G-Kurs,159,Krankheit,disease
Klasse 9 G-Kurs,159,Grippe,flu
Klasse 9 G-Kurs,159,Gesundheit,health
Klasse 9 G-Kurs,159,Geräusch; Ton; Klang,sound
Klasse 9 G-Kurs,159,,ChatGPT fragen
