classe,page,de,en
Klasse 9 G-Kurs,160,"(das Auto/Steuer) herumreißen, (mit dem Auto) ausweichen",swerve
Klasse 9 G-Kurs,160,tot,dead
Klasse 9 G-Kurs,160,"nicht beachten, ignorieren",ignore
Klasse 9 G-Kurs,160,zeigen (auf),point (at/to)
Klasse 9 G-Kurs,160,(ver)folgen; befolgen,follow
Klasse 9 G-Kurs,160,"irgendein/e/s, jede/r/s beliebige",any
Klasse 9 G-Kurs,160,Motor,engine
Klasse 9 G-Kurs,160,"sein/e, seins (zu „he“)",his
Klasse 9 G-Kurs,160,Wüste,desert
Klasse 9 G-Kurs,160,"Anhalter/in, Tramper/in",hitchhiker
Klasse 9 G-Kurs,160,"dünn, schlank",thin
Klasse 9 G-Kurs,160,schnell,fast
Klasse 9 G-Kurs,160,"Treibstoff, Kraftstoff",fuel
Klasse 9 G-Kurs,160,bestellen,order
Klasse 9 G-Kurs,160,"dick, schwer (Person)",big
Klasse 9 G-Kurs,160,Nagellack,nail polish
Klasse 9 G-Kurs,160,,ChatGPT fragen
