classe,page,de,en
Klasse 9 G-Kurs,164,"von Bedeutung sein, wichtig sein",matter
Klasse 9 G-Kurs,164,gleich(berechtigt); (jm.) ebenbürtig,equal (to sb.)
Klasse 9 G-Kurs,164,stark sein,stand strong
Klasse 9 G-Kurs,164,vor etwas stehen (Problem); einer Sache ins Auge sehen; sich einer Sache stellen; einer Sache entgegentreten,face sth.
Klasse 9 G-Kurs,164,"Tritt, Stoß, Kick",kick
Klasse 9 G-Kurs,164,(eine Gewohnheit/Handlungsweise) aufgeben; sich befreien von,kick (infml)
Klasse 9 G-Kurs,164,Eintrag (in Wörterbuch/Tagebuch),entry
Klasse 9 G-Kurs,164,"tyrannisieren, mobben",bully (verb)
Klasse 9 G-Kurs,164,"Mobber/in, Tyrann/in",bully (noun)
Klasse 9 G-Kurs,164,stattfinden,take place
Klasse 9 G-Kurs,164,"vornehm, edel, piekfein",posh (infml)
Klasse 9 G-Kurs,164,autistisch,autistic
Klasse 9 G-Kurs,164,sich mit jm. zerstreiten,fall out (with sb.)
Klasse 9 G-Kurs,164,einander; sich (gegenseitig),each other
Klasse 9 G-Kurs,164,Getreide; (Frühstücks-)Flocken,cereal
Klasse 9 G-Kurs,164,wetten,"bet, bet, bet"
Klasse 9 G-Kurs,164,"sich Mühe geben, sich bemühen",make an effort
Klasse 9 G-Kurs,164,reich,rich
Klasse 9 G-Kurs,164,Gefühl,feeling
Klasse 9 G-Kurs,164,(Ferien in der) Mitte des Trimesters (GB),half-term
Klasse 9 G-Kurs,164,,ChatGPT fragen
