classe,page,de,en
Klasse 9 G-Kurs,165,"Mappe, Ordner",folder
Klasse 9 G-Kurs,165,"fast, beinahe",almost
Klasse 9 G-Kurs,165,schmutzig,dirty
Klasse 9 G-Kurs,165,Sessel,armchair
Klasse 9 G-Kurs,165,Depression(en),depression
Klasse 9 G-Kurs,165,Schulden,debts (pl)
Klasse 9 G-Kurs,165,es war mir peinlich,I was embarrassed
Klasse 9 G-Kurs,165,sehr unordentlich,in a mess
Klasse 9 G-Kurs,165,Jugendklub,youth club
Klasse 9 G-Kurs,165,"genau, exakt",exact
Klasse 9 G-Kurs,165,"Kapitän/in, Mannschaftsführer/in",captain
Klasse 9 G-Kurs,165,Schauspieler/in,actor
Klasse 9 G-Kurs,165,erfolgreich,successful
Klasse 9 G-Kurs,165,"Gespräch, Unterhaltung",conversation
Klasse 9 G-Kurs,165,was man tun und lassen sollte,dos and don’ts
Klasse 9 G-Kurs,165,einander die Hände schütteln,"shake hands, shook hands, shaken"
Klasse 9 G-Kurs,165,(Warte-)Schlange,queue
Klasse 9 G-Kurs,165,Screenshot (Abbildung einer Bildschirmanzeige),screenshot
Klasse 9 G-Kurs,165,Bildschirm,screen
Klasse 9 G-Kurs,165,,ChatGPT fragen
