classe,page,de,en
Klasse 9 G-Kurs,163,"außer, bis auf",except (for)
Klasse 9 G-Kurs,163,Hals,neck
Klasse 9 G-Kurs,163,Reaktion (auf),reaction (to)
Klasse 9 G-Kurs,163,denken an; sich (etwas) ausdenken,think of
Klasse 9 G-Kurs,163,Angst haben (vor),be/feel frightened (of)
Klasse 9 G-Kurs,163,(über etwas) berichten,report (on sth.)
Klasse 9 G-Kurs,163,"Megan will, dass Ava ihr hilft.",Megan wants Ava to help her.
Klasse 9 G-Kurs,163,Schlüsselwort,keyword
Klasse 9 G-Kurs,163,(jm.) etwas vorschlagen,suggest sth. (to sb.)
Klasse 9 G-Kurs,163,jm. danken; sich bei jm. (für etwas) bedanken,thank sb. (for sth.)
Klasse 9 G-Kurs,163,Experiment,experiment
Klasse 9 G-Kurs,163,frustrierend,frustrating
Klasse 9 G-Kurs,163,am wenigsten,least
Klasse 9 G-Kurs,163,Rassismus,racism
Klasse 9 G-Kurs,163,rassistisch; Rassist/in,racist
Klasse 9 G-Kurs,163,"Herkunft, Ursprung",origin
Klasse 9 G-Kurs,163,jn. beschimpfen,call sb. names
Klasse 9 G-Kurs,163,Sicherheitsbedienstete/r,security guard
Klasse 9 G-Kurs,163,Gesellschaft,society
Klasse 9 G-Kurs,163,"Vorurteil, Voreingenommenheit",prejudice
Klasse 9 G-Kurs,163,Kampagne,campaign
Klasse 9 G-Kurs,163,,ChatGPT fragen
