classe,page,de,en
Klasse 9 G-Kurs,168,"Schlüsselqualifikationen, Schlüsselkompetenzen",key skills (pl)
Klasse 9 G-Kurs,168,(Schul-)Bildung,education
Klasse 9 G-Kurs,168,Praktikum/Praktika; Arbeitserfahrung(en),work experience
Klasse 9 G-Kurs,168,Regal,shelf (pl shelves)
Klasse 9 G-Kurs,168,Tankstelle,petrol station
Klasse 9 G-Kurs,168,Interesse,interest
Klasse 9 G-Kurs,168,"Referenz, Empfehlung; jd., der eine Referenz erteilt",reference
Klasse 9 G-Kurs,168,Kandidat/in,candidate
Klasse 9 G-Kurs,168,"Anschreiben, Begleitschreiben, Motivationsschreiben",cover letter
Klasse 9 G-Kurs,168,Sehr geehrte Damen und Herren,Dear Sir/Madam
Klasse 9 G-Kurs,168,Kaufhaus,department store
Klasse 9 G-Kurs,168,Abteilung,department
Klasse 9 G-Kurs,168,Kasse,cash desk
Klasse 9 G-Kurs,168,"geeignet, passend",suitable
Klasse 9 G-Kurs,168,Schulfach,(school) subject
Klasse 9 G-Kurs,168,"zur Verfügung stehen, Zeit haben",be available
Klasse 9 G-Kurs,168,"anfügen, anhängen (an eine E-Mail)",attach
Klasse 9 G-Kurs,168,ein Wort nachschlagen (im Wörterbuch),look up a word
Klasse 9 G-Kurs,168,(jn.) an-lügen,(to) lie (to sb.)
Klasse 9 G-Kurs,168,Lüge,lie
Klasse 9 G-Kurs,168,"Bewerbungsformular, Antragsformular",application form
Klasse 9 G-Kurs,168,,ChatGPT fragen
