classe,page,de,en
Klasse 5 G-Kurs,231,das Bad(ezimmer),bathroom
Klasse 5 G-Kurs,231,das Esszimmer,dining room
Klasse 5 G-Kurs,231,die Küche,kitchen
Klasse 5 G-Kurs,231,das Wohnzimmer,living room
Klasse 5 G-Kurs,231,der Schuh,shoe
Klasse 5 G-Kurs,231,"leben, wohnen",(to) live
Klasse 5 G-Kurs,231,"erzählen, sagen",(to) tell
Klasse 5 G-Kurs,231,das Bett,bed
Klasse 5 G-Kurs,231,das Kissen,cushion
Klasse 5 G-Kurs,231,der Kleiderschrank,wardrobe
Klasse 5 G-Kurs,231,der Spiegel,mirror
Klasse 5 G-Kurs,231,"die Kleidung, die Kleidungsstücke",clothes (pl)
Klasse 5 G-Kurs,231,das Regal(brett),"shelf, pl shelves"
Klasse 5 G-Kurs,231,der Roboter,robot
Klasse 5 G-Kurs,231,der Stuhl,chair
Klasse 5 G-Kurs,231,die Schokolade,chocolate
Klasse 5 G-Kurs,231,unter,under
Klasse 5 G-Kurs,231,der Tisch,table
Klasse 5 G-Kurs,231,vor,in front of
Klasse 5 G-Kurs,231,hinter,behind
Klasse 5 G-Kurs,231,neben,next to
Klasse 5 G-Kurs,231,die Tür,door
Klasse 5 G-Kurs,231,ordentlich,tidy
Klasse 5 G-Kurs,231,,ChatGPT fragen
