classe,page,de,en
Klasse 5 G-Kurs,234,"die Reise, die Fahrt; der Weg",journey
Klasse 5 G-Kurs,234,(mit)kommen,(to) come
Klasse 5 G-Kurs,234,der Bus,bus
Klasse 5 G-Kurs,234,mit dem Fahrrad/Bus/...,by bike/bus/...
Klasse 5 G-Kurs,234,das Auto,car
Klasse 5 G-Kurs,234,"der Zug, die Eisenbahn",train
Klasse 5 G-Kurs,234,kurz; klein (Person; Körpergröße),short
Klasse 5 G-Kurs,234,"der Werktag, der Wochentag",weekday
Klasse 5 G-Kurs,234,um 8 Uhr,at 8 o’clock
Klasse 5 G-Kurs,234,"4 Uhr nachmittags, 16 Uhr",4 p.m.
Klasse 5 G-Kurs,234,4 Uhr (früh)morgens,4 a.m.
Klasse 5 G-Kurs,234,das Vereinigte Königreich,the United Kingdom (= the UK)
Klasse 5 G-Kurs,234,die Stunde,hour
Klasse 5 G-Kurs,234,"die (Wand-, Stand-, Turm-)Uhr",clock
Klasse 5 G-Kurs,234,der Morgen,morning
Klasse 5 G-Kurs,234,der Abend,evening
Klasse 5 G-Kurs,234,die Mittagspause,lunchtime
Klasse 5 G-Kurs,234,"das Ende, der Schluss",end
Klasse 5 G-Kurs,234,vor (der Schule / der Unterrichtsstunde),before (school / the lesson)
Klasse 5 G-Kurs,234,,ChatGPT fragen
