classe,page,de,en
Klasse 5 G-Kurs,253,erstaunlich; großartig,amazing
Klasse 5 G-Kurs,253,jm. ist dran / an der Reihe (etwas zu tun),it is sb.’s turn (to do sth.)
Klasse 5 G-Kurs,253,wie man etwas tut / tun kann / tun soll,how to do sth.
Klasse 5 G-Kurs,253,die Wassermelone,watermelon
Klasse 5 G-Kurs,253,die Kartoffel,"potato, pl potatoes"
Klasse 5 G-Kurs,253,beschreiben,(to) describe
Klasse 5 G-Kurs,253,"erforschen, untersuchen, recherchieren",(to) research
Klasse 5 G-Kurs,253,kochen (in Wasser); sieden,(to) boil
Klasse 5 G-Kurs,253,"die Einführung, die Einleitung",introduction
Klasse 5 G-Kurs,253,die Anweisung,instruction
Klasse 5 G-Kurs,253,"klar, deutlich",clear
Klasse 5 G-Kurs,253,,ChatGPT fragen
