classe,page,de,en
Klasse 5 G-Kurs,216,der Hund,dog
Klasse 5 G-Kurs,216,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
Klasse 5 G-Kurs,216,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
Klasse 5 G-Kurs,216,ich bin nicht …; ich bin kein/e …,I’m not …
Klasse 5 G-Kurs,216,so gut,so good
Klasse 5 G-Kurs,216,über mich/dich/...,about me/you/...
Klasse 5 G-Kurs,216,mein/e,my
Klasse 5 G-Kurs,216,das Lieblingstier,favourite animal
Klasse 5 G-Kurs,216,es ist … / es gibt …,there’s (= there is)
Klasse 5 G-Kurs,216,es sind … / es gibt …,there are
Klasse 5 G-Kurs,216,die Katze,cat
Klasse 5 G-Kurs,216,ein Elefant,an elephant
Klasse 5 G-Kurs,216,das Pferd,horse
Klasse 5 G-Kurs,216,der Löwe,lion
Klasse 5 G-Kurs,216,der Affe,monkey
Klasse 5 G-Kurs,216,der Papagei,parrot
Klasse 5 G-Kurs,216,die Schlange,snake
Klasse 5 G-Kurs,216,"der Fisch, die Fische","fish, pl fish"
Klasse 5 G-Kurs,216,das Hobby,hobby
Klasse 5 G-Kurs,216,der Sport; die Sportart,sport
Klasse 5 G-Kurs,216,(sich etwas) anhören; zuhören,(to) listen (to)
