classe,page,de,en
Klasse 5 G-Kurs,235,warum,why
Klasse 5 G-Kurs,235,die (Tages-)Zeitung,newspaper (kurz auch: paper)
Klasse 5 G-Kurs,235,der Brief,letter
Klasse 5 G-Kurs,235,der Wettbewerb,competition
Klasse 5 G-Kurs,235,(aus)wählen,(to) choose
Klasse 5 G-Kurs,235,"der Gewinner, die Gewinnerin / der Sieger, die Siegerin",winner
Klasse 5 G-Kurs,235,die Krankheit,illness
Klasse 5 G-Kurs,235,der Rollstuhl,wheelchair
Klasse 5 G-Kurs,235,der Ehemann,husband
Klasse 5 G-Kurs,235,das Café,cafe
Klasse 5 G-Kurs,235,aufstehen,(to) get up
Klasse 5 G-Kurs,235,die Dusche,shower
Klasse 5 G-Kurs,235,sich anziehen,(to) get dressed
Klasse 5 G-Kurs,235,das Frühstück,breakfast
Klasse 5 G-Kurs,235,"dauern, (Zeit) brauchen, in Anspruch nehmen",(to) take
Klasse 5 G-Kurs,235,(sich etwas) anschauen; (etwas) beobachten,(to) watch (sth.)
