classe,page,de,en
Klasse 5 G-Kurs,214,Hallo. / Servus.,Hello.
Klasse 5 G-Kurs,214,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
Klasse 5 G-Kurs,214,"nett, schön",nice
Klasse 5 G-Kurs,214,kennenlernen; (sich) treffen,(to) meet
Klasse 5 G-Kurs,214,du; dich; dir; ihr; euch; Sie; Ihnen,you
Klasse 5 G-Kurs,214,ich bin,I’m (= I am)
Klasse 5 G-Kurs,214,hungrig,hungry
Klasse 5 G-Kurs,214,vorsichtig,careful
Klasse 5 G-Kurs,214,eine Möwe,a seagull
Klasse 5 G-Kurs,214,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
Klasse 5 G-Kurs,214,"der, die, das",the
Klasse 5 G-Kurs,214,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
Klasse 5 G-Kurs,214,das Jahr; der Jahrgang,year
Klasse 5 G-Kurs,214,alt,old
Klasse 5 G-Kurs,214,Wie alt bist du?,How old are you?
Klasse 5 G-Kurs,214,Wo kommst du her?,Where are you from?
Klasse 5 G-Kurs,214,mögen,(to) like
Klasse 5 G-Kurs,214,der Fußball,football
Klasse 5 G-Kurs,214,du bist; ihr seid; Sie sind,you’re (= you are)
Klasse 5 G-Kurs,214,danke (schön),"thank you, thanks"
Klasse 5 G-Kurs,214,die Farbe,colour
