classe,page,de,en
Klasse 5 G-Kurs,226,(sich) bewegen,(to) move
Klasse 5 G-Kurs,226,langsam,slow
Klasse 5 G-Kurs,226,zu langsam,too slow
Klasse 5 G-Kurs,226,"seltsam, komisch",weird
Klasse 5 G-Kurs,226,"der Ärger, Schwierigkeiten",trouble
Klasse 5 G-Kurs,226,"die dort, jene (dort)",those
Klasse 5 G-Kurs,226,"der Mobber, die Mobberin; der Tyrann, die Tyrannin",bully
Klasse 5 G-Kurs,226,"ihn, ihm",him
Klasse 5 G-Kurs,226,"sie, ihnen",them
Klasse 5 G-Kurs,226,"einige, ein paar; etwas, ein wenig",some
Klasse 5 G-Kurs,226,(immer) noch; trotzdem,still
Klasse 5 G-Kurs,226,"weg, fort",away
Klasse 5 G-Kurs,226,die Freunde/Freundinnen,her friends
Klasse 5 G-Kurs,226,seine Freunde/Freundinnen,his friends
Klasse 5 G-Kurs,226,"dieser, diese, dieses – diese (Plural); jener, jene, jenes – jene (Plural)","this, that – these, those"
