classe,page,de,en
Klasse 5 G-Kurs,250,die Limonade,lemonade
Klasse 5 G-Kurs,250,die Einkaufsliste,shopping list
Klasse 5 G-Kurs,250,"die Packung, das Päckchen",packet
Klasse 5 G-Kurs,250,die Zitrone,lemon
Klasse 5 G-Kurs,250,der Zucker,sugar
Klasse 5 G-Kurs,250,die Milch,milk
Klasse 5 G-Kurs,250,"das Stück, der/das Teil",piece
Klasse 5 G-Kurs,250,der Markt,market
Klasse 5 G-Kurs,250,das Gramm,gram (g)
Klasse 5 G-Kurs,250,das Mehl,flour
Klasse 5 G-Kurs,250,der Milliliter,millilitre (ml)
Klasse 5 G-Kurs,250,das Öl,oil
Klasse 5 G-Kurs,250,der Kakao,cocoa
Klasse 5 G-Kurs,250,,ChatGPT fragen
