classe,page,de,en
Klasse 5 G-Kurs,243,der Sommer,summer
Klasse 5 G-Kurs,243,"Entschuldigung, … / Entschuldigen Sie, …","Excuse me, …"
Klasse 5 G-Kurs,243,etwas,something
Klasse 5 G-Kurs,243,"das Wetter, die Witterung",weather
Klasse 5 G-Kurs,243,regnerisch,rainy
Klasse 5 G-Kurs,243,sonnig,sunny
Klasse 5 G-Kurs,243,schneebedeckt; verschneit,snowy
Klasse 5 G-Kurs,243,"wolkig, bewölkt",cloudy
Klasse 5 G-Kurs,243,windig,windy
Klasse 5 G-Kurs,243,außerhalb des Pavillon,outside (the Pavilion)
Klasse 5 G-Kurs,243,kalt,cold
Klasse 5 G-Kurs,243,,ChatGPT fragen
