classe,page,de,en
Klasse 5 G-Kurs,242,das Krankenhaus,hospital
Klasse 5 G-Kurs,242,die Schlittschuhbahn,ice rink
Klasse 5 G-Kurs,242,"die Bücherei, die Bibliothek",library
Klasse 5 G-Kurs,242,der Supermarkt,supermarket
Klasse 5 G-Kurs,242,das Museum,museum
Klasse 5 G-Kurs,242,das Stadion,stadium
Klasse 5 G-Kurs,242,der Bahnhof,(train) station
Klasse 5 G-Kurs,242,der/die/das größte; am größten,biggest
Klasse 5 G-Kurs,242,überall,everywhere
Klasse 5 G-Kurs,242,der Kopf,head
Klasse 5 G-Kurs,242,der Blindenhund,guide dog
Klasse 5 G-Kurs,242,"der Besucher, die Besucherin; der Gast",visitor
Klasse 5 G-Kurs,242,ein/e andere/r/s; noch ein/e,another
Klasse 5 G-Kurs,242,Deutschland,Germany
Klasse 5 G-Kurs,242,die Information(en),information
Klasse 5 G-Kurs,242,"die Imbissstube, die Fisch mit Pommes frites verkauft",fish and chip shop
Klasse 5 G-Kurs,242,warm,warm
Klasse 5 G-Kurs,242,,ChatGPT fragen
