classe,page,de,en
Klasse 5 G-Kurs,252,die Tradition,tradition
Klasse 5 G-Kurs,252,"das Gericht aus kurz angebratenen Zutaten, z. B. kleinen Stücken Fleisch, Fisch und/oder Gemüse",stir-fry
Klasse 5 G-Kurs,252,die Nudeln,noodles (pl)
Klasse 5 G-Kurs,252,der Tee,tea
Klasse 5 G-Kurs,252,der Kaffee,coffee
Klasse 5 G-Kurs,252,"die Art (von), die Sorte (von)",kind (of)
Klasse 5 G-Kurs,252,(jm.) zuwinken,(to) wave (to sb.)
Klasse 5 G-Kurs,252,etwas gut können; gut in etwas sein,(to) be good at sth. / at doing sth.
Klasse 5 G-Kurs,252,nur; bloß; einfach,just
Klasse 5 G-Kurs,252,"kein, keine; verboten",no
Klasse 5 G-Kurs,252,"Nun, ... / Also, ... / Na ja, ...","Well, ..."
Klasse 5 G-Kurs,252,"ein wenig, ein bisschen",a little
Klasse 5 G-Kurs,252,"wahr, richtig",true
Klasse 5 G-Kurs,252,lächeln,(to) smile
Klasse 5 G-Kurs,252,,ChatGPT fragen
