classe,page,de,en
Klasse 5 G-Kurs,239,zahlen; (etwas) bezahlen,(to) pay (for sth.)
Klasse 5 G-Kurs,239,die Reinigungskraft,cleaner
Klasse 5 G-Kurs,239,das Pfund (britische Währung),pound (£)
Klasse 5 G-Kurs,239,"der Penny, Pence (Plural)","penny (= p), pl pence"
Klasse 5 G-Kurs,239,"etwas nachschlagen, nachschauen",(to) look sth. up
Klasse 5 G-Kurs,239,das Puzzle,jigsaw (puzzle)
Klasse 5 G-Kurs,239,(ein)sammeln,(to) collect
Klasse 5 G-Kurs,239,der Buchstabe,letter
Klasse 5 G-Kurs,239,die Karte,card
Klasse 5 G-Kurs,239,die Sprache,language
Klasse 5 G-Kurs,239,die Gruppe,group
Klasse 5 G-Kurs,239,teilen,(to) share
Klasse 5 G-Kurs,239,"das Spiel, der Wettkampf",match
Klasse 5 G-Kurs,239,das Licht; die Lampe,light
Klasse 5 G-Kurs,239,deutlich/laut sprechen,(to) speak clearly/loudly
Klasse 5 G-Kurs,239,das Kino,cinema
Klasse 5 G-Kurs,239,"der Pier, die Seebrücke",pier
Klasse 5 G-Kurs,239,"das Geschäft, der Laden",shop
Klasse 5 G-Kurs,239,"hektisch, belebt",busy
Klasse 5 G-Kurs,239,,ChatGPT fragen
