classe,page,de,en
Klasse 5 G-Kurs,240,"der Palast, das Schloss",palace
Klasse 5 G-Kurs,240,der Herzog,duke
Klasse 5 G-Kurs,240,der Jachthafen,marina
Klasse 5 G-Kurs,240,der Norden; nördlich; Nord-,north
Klasse 5 G-Kurs,240,das Picknick,picnic
Klasse 5 G-Kurs,240,hören,(to) hear
Klasse 5 G-Kurs,240,die Straße (in Ortschaften),street
Klasse 5 G-Kurs,240,üben,(to) practise
Klasse 5 G-Kurs,240,"die Fähigkeit, die Fertigkeit",skill
Klasse 5 G-Kurs,240,die Pommes frites,chips (pl)
Klasse 5 G-Kurs,240,"die Meile (ca. 1,6 km)",mile
Klasse 5 G-Kurs,240,der Kilometer,kilometre (km)
Klasse 5 G-Kurs,240,riechen; schlecht riechen,(to) smell
Klasse 5 G-Kurs,240,"das Kochen, das (gekochte) Essen",cooking
Klasse 5 G-Kurs,240,langweilig,boring
Klasse 5 G-Kurs,240,sauber,clean
Klasse 5 G-Kurs,240,schmutzig,dirty
Klasse 5 G-Kurs,240,unfreundlich,unfriendly
Klasse 5 G-Kurs,240,,ChatGPT fragen
