classe,page,de,en
Klasse 5 G-Kurs,224,die Naturwissenschaft,science
Klasse 5 G-Kurs,224,Französisch; französisch,French
Klasse 5 G-Kurs,224,"das Werken, der Werkunterricht",design and technology
Klasse 5 G-Kurs,224,die Informatik,computing
Klasse 5 G-Kurs,224,der (Schul-)Sport,PE (physical education)
Klasse 5 G-Kurs,224,die Biologie,biology
Klasse 5 G-Kurs,224,weil,because
Klasse 5 G-Kurs,224,"schwer, schwierig; hart",hard
Klasse 5 G-Kurs,224,deutsch; Deutsch; Deutsche/r,German
Klasse 5 G-Kurs,224,"der Ort, der Platz",place
Klasse 5 G-Kurs,224,allein,alone
Klasse 5 G-Kurs,224,unser/e,our
Klasse 5 G-Kurs,224,die Tasche,bag
Klasse 5 G-Kurs,224,"die Kantine, die (Schul-)Mensa",canteen
Klasse 5 G-Kurs,224,der Korridor,corridor
Klasse 5 G-Kurs,224,"die Landkarte, der Stadtplan",map
Klasse 5 G-Kurs,224,das Gebäude,building
Klasse 5 G-Kurs,224,"die Halle, der Saal",hall
Klasse 5 G-Kurs,224,"nahe (bei), in der Nähe von",near
Klasse 5 G-Kurs,224,vielleicht,maybe
Klasse 5 G-Kurs,224,wirklich,really
Klasse 5 G-Kurs,224,immer,always
Klasse 5 G-Kurs,224,"das Essen, das Lebensmittel; das Futter",food
Klasse 5 G-Kurs,224,,ChatGPT fragen
